groupID,featureID,PAS_ID,gene,feature,APA_direction,exonBaseMean,dispersion,stat,pvalue,padj,log2fold_Experimental_v_Control,countData.Control_S1,countData.Control_S2,countData.Experimental_S4,countData.Experimental_S5,genomicData.seqnames,genomicData.start,genomicData.end,genomicData.width,genomicData.strand
ST7L,chr1_-_112524262,chr1:-:112524262,ST7L,chr1_-_112524262,Lengthened,9.97416967899921,1.49114183249788,0.814504549472183,0.366791821676092,1,-2.90887356441881,34,1,4,0,chr1,112524262,112524262,1,-
NEXN,chr1_+_77943151,chr1:+:77943151,NEXN,chr1_+_77943151,Lengthened,17.2327809426004,1.84198843001097,0.0950838757837431,0.757810899747541,1,-0.817876341227521,1,38,0,36,chr1,77943151,77943151,1,+
AGPAT3,chr21_+_43982717,chr21:+:43982717,AGPAT3,chr21_+_43982717,Shortened,3.26188996680728,3.3577899232586,0.00577031861976707,0.939448842484802,1,1.16093117906075,4,0,8,0,chr21,43982717,43982717,1,+
PKD2,chr4_+_88076853,chr4:+:88076853,PKD2,chr4_+_88076853,Lengthened,2.89380004237406,2.15701367759244,1.24971209749275,0.263607472221863,1,-3.01251491726112,5,5,1,0,chr4,88076853,88076853,1,+
PIAS2,chr18_-_46808938,chr18:-:46808938,PIAS2,chr18_-_46808938,Lengthened,5.07497807290501,2.50054115048758,0.368032154550292,0.544078871226252,1,-3.92298962356008,19,0,1,0,chr18,46808938,46808938,1,-
VWA8,chr13_-_41567244,chr13:-:41567244,VWA8,chr13_-_41567244,Lengthened,3.36761714457759,3.12230805715275,0.0969386886964827,0.755534723633152,1,-1.15798299400804,10,0,3,0,chr13,41567244,41567244,1,-
BID,chr22_-_17735241,chr22:-:17735241,BID,chr22_-_17735241,Shortened,3.88370158219922,2.96364438202773,0.0415619428595733,0.838457071094967,1,2.36308043536936,2,0,12,0,chr22,17735241,17735241,1,-
LRCH3,chr3_+_197888336,chr3:+:197888336,LRCH3,chr3_+_197888336,Lengthened,9.09159552643682,0.948345875957229,4.27009077268379,0.0387888583394689,1,-4.71255592242909,21,13,1,0,chr3,197888336,197888336,1,+
ANTXR2,chr4_-_79904938,chr4:-:79904938,ANTXR2,chr4_-_79904938,Lengthened,4.51951189148434,2.73508755499044,0.00474081512371072,0.945106170625099,1,-0.875218634824011,12,0,0,8,chr4,79904938,79904938,1,-
PIAS1,chr15_+_68188954,chr15:+:68188954,PIAS1,chr15_+_68188954,Lengthened,3.69639736177263,2.50524936638239,0.226219571474587,0.634341238723552,1,-1.63859304905444,8,1,5,0,chr15,68188954,68188954,1,+
KIF3A,chr5_-_132695879,chr5:-:132695879,KIF3A,chr5_-_132695879,Lengthened,13.7229137808499,1.58675860041237,0.180821300036513,0.670668376321024,1,-0.200239942829945,21,2,28,0,chr5,132695879,132695879,1,-
DYNC1LI2,chr16_-_66721100,chr16:-:66721100,DYNC1LI2,chr16_-_66721100,Lengthened,10.2378898443496,2.07910199138808,0.143478415793567,0.704847194212409,1,-2.78328405965778,35,0,5,0,chr16,66721100,66721100,1,-
ZSCAN20,chr1_+_33495653,chr1:+:33495653,ZSCAN20,chr1_+_33495653,Lengthened,3.67852295227356,4.26106631592316,0.0777033151105258,0.780434275505414,1,-0.968128990641374,9,0,5,0,chr1,33495653,33495653,1,+
UGDH,chr4_-_39498862,chr4:-:39498862,UGDH,chr4_-_39498862,Lengthened,4.43537297828233,2.86857282687695,0.0152447847208492,0.901735109165141,1,-0.789297246398929,12,0,5,0,chr4,39498862,39498862,1,-
GATC,chr12_+_120460675,chr12:+:120460675,GATC,chr12_+_120460675,Lengthened,3.9143702337332,1.80034816471295,0.899511980377028,0.342912600842461,1,-2.49650063803061,9,4,2,0,chr12,120460675,120460675,1,+
EXOG,chr3_+_38525125,chr3:+:38525125,EXOG,chr3_+_38525125,Lengthened,17.3487295237903,1.37507860180548,0.784104139820712,0.375888879596648,1,-1.27599032434579,4,24,35,0,chr3,38525125,38525125,1,+
ZNF175,chr19_+_51589972,chr19:+:51589972,ZNF175,chr19_+_51589972,Lengthened,10.2131364491755,2.3599296538039,0.00218790358540843,0.962692529106587,1,-0.166676668009742,0,18,19,0,chr19,51589972,51589972,1,+
IQGAP1,chr15_+_90500630,chr15:+:90500630,IQGAP1,chr15_+_90500630,Lengthened,7.3903913770013,2.39397076351,0.0031839835806835,0.955001808902875,1,-0.826665953150408,0,17,0,15,chr15,90500630,90500630,1,+
EEF1AKMT2,chr10_-_124759130,chr10:-:124759130,EEF1AKMT2,chr10_-_124759130,Lengthened,4.53030602376849,2.76322156551923,0.111405816440097,0.738549275324374,1,-2.60259763656042,15,0,0,4,chr10,124759130,124759130,1,-
MED7,chr5_-_157138724,chr5:-:157138724,MED7,chr5_-_157138724,Lengthened,19.5555769686594,1.32341550495627,1.86011479395384,0.172611551980598,1,-0.91062152710695,24,26,23,0,chr5,157138724,157138724,1,-
DCUN1D3,chr16_-_20859722,chr16:-:20859722,DCUN1D3,chr16_-_20859722,Shortened,10.0509093449963,1.61064091984416,0.0397495265605556,0.841971109956481,1,2.53713855142538,1,5,30,0,chr16,20859722,20859722,1,-
PHF20,chr20_+_35948536,chr20:+:35948536,PHF20,chr20_+_35948536,Lengthened,9.75739377973791,2.16825135242477,0.00440416865875193,0.947088101833855,1,-0.705318283746191,0,23,0,19,chr20,35948536,35948536,1,+
CTSB,chr8_-_11844620,chr8:-:11844620,CTSB,chr8_-_11844620,Lengthened,3.90149506142996,3.02812185800202,0.0328406492501045,0.856194981555088,1,-1.3435101955976,11,0,4,0,chr8,11844620,11844620,1,-
ALG6,chr1_+_63437075,chr1:+:63437075,ALG6,chr1_+_63437075,Lengthened,6.28929007084237,2.64648917067673,0.05853464958291,0.808827158004831,1,-1.31765885778966,16,0,8,0,chr1,63437075,63437075,1,+
WNT5B,chr12_+_1647211,chr12:+:1647211,WNT5B,chr12_+_1647211,Lengthened,17.8729694355061,1.73194757344633,2.84571643641284,0.0916177468514267,1,-2.2845403456606,50,8,11,0,chr12,1647211,1647211,1,+
KPNA6,chr1_+_32172042,chr1:+:32172042,KPNA6,chr1_+_32172042,Lengthened,3.25332984137142,3.16359911373846,0.206091412942826,0.649848317109653,1,-3.65500846699921,0,11,1,0,chr1,32172042,32172042,1,+
SMAD4,chr18_+_51081902,chr18:+:51081902,SMAD4,chr18_+_51081902,Lengthened,6.27081240128319,2.57144883714011,0.0322752968769038,0.857424782759955,1,-1.38730072526305,0,18,5,0,chr18,51081902,51081902,1,+
COX11,chr17_-_54962624,chr17:-:54962624,COX11,chr17_-_54962624,Lengthened,9.14726036394994,1.32506435895101,2.3818196241514,0.122754488870963,1,-5.22699700097244,33,2,1,0,chr17,54962624,54962624,1,-
SLC35C2,chr20_-_46345982,chr20:-:46345982,SLC35C2,chr20_-_46345982,Shortened,11.2480201617936,2.2921300432946,-1.31965606442463e-07,1,1,0.0437829273778241,0,26,15,0,chr20,46345982,46345982,1,-
C3orf38,chr3_+_88156917,chr3:+:88156917,C3orf38,chr3_+_88156917,Lengthened,16.6323038329022,1.0401436347617,1.88436372621467,0.169839009552484,1,-2.51292286915956,40,19,5,0,chr3,88156917,88156917,1,+
THUMPD3,chr3_+_9384752,chr3:+:9384752,THUMPD3,chr3_+_9384752,Lengthened,21.9123796054645,1.15078268212718,1.41472670719311,0.23427331503534,1,-2.97340870166029,62,18,5,0,chr3,9384752,9384752,1,+
SAMHD1,chr20_-_36890398,chr20:-:36890398,SAMHD1,chr20_-_36890398,Shortened,19.7461722381359,1.37645413888417,0.0538178538674146,0.816548302237418,1,0.657244195936468,9,35,0,43,chr20,36890398,36890398,1,-
NUP133,chr1_-_229440990,chr1:-:229440990,NUP133,chr1_-_229440990,Lengthened,18.952323953095,1.28541557314117,1.10424568740454,0.293336237861521,1,-1.20598930604519,32,9,30,0,chr1,229440990,229440990,1,-
STAU1,chr20_-_49114241,chr20:-:49114241,STAU1,chr20_-_49114241,Shortened,9.64994729947656,2.35238152324,1.24510066257244e-05,0.997184591662646,1,0.151328255245991,0,18,17,0,chr20,49114241,49114241,1,-
DR1,chr1_+_93361473,chr1:+:93361473,DR1,chr1_+_93361473,Lengthened,6.82316798769474,2.46199174769451,0.0284779512039819,0.865990051802434,1,-0.897987814244075,17,0,9,0,chr1,93361473,93361473,1,+
EP300,chr22_+_41179648,chr22:+:41179648,EP300,chr22_+_41179648,Shortened,4.27102333481897,3.01972966841523,0.000225564859618999,0.988017168398641,1,0.290684574969726,8,0,8,0,chr22,41179648,41179648,1,+
HEATR1,chr1_-_236549844,chr1:-:236549844,HEATR1,chr1_-_236549844,Lengthened,11.7695452361345,1.64535935631746,0.299620110846448,0.584120675188505,1,-1.34805117783405,30,2,13,0,chr1,236549844,236549844,1,-
MBLAC2,chr5_-_90459972,chr5:-:90459972,MBLAC2,chr5_-_90459972,Lengthened,8.01248379965297,1.30384480404792,1.53638212683835,0.215157122677588,1,-1.10097123968195,9,15,6,0,chr5,90459972,90459972,1,-
SLC48A1,chr12_+_47782750,chr12:+:47782750,SLC48A1,chr12_+_47782750,Shortened,4.65342678051124,2.33313294235815,0.0699447942017741,0.791417176588982,1,0.452260199541637,3,4,10,0,chr12,47782750,47782750,1,+
PPA2,chr4_-_105369078,chr4:-:105369078,PPA2,chr4_-_105369078,Lengthened,6.39001801141685,1.42185956709075,1.73857712623,0.187319215277674,1,-3.89339419407753,21,3,1,0,chr4,105369078,105369078,1,-
TBC1D16,chr17_-_79937958,chr17:-:79937958,TBC1D16,chr17_-_79937958,Lengthened,5.58106403613499,1.60541179016361,0.726976643853376,0.3938649347109,1,-0.998972452667421,9,6,6,0,chr17,79937958,79937958,1,-
MFSD8,chr4_-_127920610,chr4:-:127920610,MFSD8,chr4_-_127920610,Shortened,6.03996435701937,2.05168629354084,0.00678382554237089,0.934357276847183,1,0.830319710432111,1,11,10,0,chr4,127920610,127920610,1,-
PPP2R5E,chr14_-_63373656,chr14:-:63373656,PPP2R5E,chr14_-_63373656,Shortened,3.76645665081312,3.09472901238587,0.00159055605789149,0.968187380178422,1,0.497898285071025,6,0,8,0,chr14,63373656,63373656,1,-
HOXC9,chr12_+_54003334,chr12:+:54003334,HOXC9,chr12_+_54003334,Lengthened,5.9326369697566,1.43761257015218,1.75727548619599,0.184964710410317,1,-3.14528888345021,17,4,2,0,chr12,54003334,54003334,1,+
ACADM,chr1_+_75763383,chr1:+:75763383,ACADM,chr1_+_75763383,Shortened,3.87370310780756,3.19783382871644,0.0115766592482345,0.914317054725854,1,0.85255479679833,0,6,8,0,chr1,75763383,75763383,1,+
TUT4,chr1_-_52423282,chr1:-:52423282,TUT4,chr1_-_52423282,Shortened,15.6484094416746,2.24720538464318,0.0159063965995756,0.899636489929879,1,1.24203355367478,11,7,39,0,chr1,52423282,52423282,1,-
RBM27,chr5_+_146286943,chr5:+:146286943,RBM27,chr5_+_146286943,Shortened,10.3995968332744,2.11761892652423,0.000331069137246232,0.985483047795473,1,0.0346980929084184,22,0,0,26,chr5,146286943,146286943,1,+
EPN2,chr17_+_19334894,chr17:+:19334894,EPN2,chr17_+_19334894,Lengthened,16.7168385037384,1.12498217966237,0.934066228419695,0.33380854245491,1,-0.882495726425222,14,29,19,0,chr17,19334894,19334894,1,+
VGLL3,chr3_-_86940839,chr3:-:86940839,VGLL3,chr3_-_86940839,Shortened,13.6361037501758,2.10800566066365,0.102968387971401,0.748296118955116,1,2.37804285104169,23,0,0,42,chr3,86940839,86940839,1,-
JAM3,chr11_+_134149930,chr11:+:134149930,JAM3,chr11_+_134149930,Shortened,23.7527018260266,1.26375388119051,0.0229100022051654,0.879691343604715,1,2.38903595950288,5,8,0,109,chr11,134149930,134149930,1,+
PROS1,chr3_-_93873052,chr3:-:93873052,PROS1,chr3_-_93873052,Shortened,8.64440757153807,2.62460489633759,0.0227928314768207,0.879997054466502,1,0.7170216157312,18,0,0,22,chr3,93873052,93873052,1,-
CPD,chr17_+_30464957,chr17:+:30464957,CPD,chr17_+_30464957,Lengthened,10.7761637383377,1.01407697099382,2.59014102592415,0.107530760989215,1,-2.96224488892427,20,16,5,0,chr17,30464957,30464957,1,+
USP15,chr12_+_62406118,chr12:+:62406118,USP15,chr12_+_62406118,Lengthened,13.1188956446887,1.61221912697224,0.215728962027256,0.642313684626028,1,-0.689447101067288,32,2,16,0,chr12,62406118,62406118,1,+
IRAK4,chr12_+_43787322,chr12:+:43787322,IRAK4,chr12_+_43787322,Lengthened,4.82677046977488,2.60565062839135,0.053578761906337,0.81694901629584,1,-0.983793225732202,11,0,0,11,chr12,43787322,43787322,1,+
CCDC149,chr4_-_24803517,chr4:-:24803517,CCDC149,chr4_-_24803517,Shortened,19.7050098308036,1.10029078136088,0.3829797130755,0.53601284273204,1,0.120042524966915,15,36,22,0,chr4,24803517,24803517,1,-
C5orf22,chr5_+_31555047,chr5:+:31555047,C5orf22,chr5_+_31555047,Lengthened,10.0764978290662,1.14268861043336,1.09143044051127,0.296154486723808,1,-1.2031113433933,17,11,10,0,chr5,31555047,31555047,1,+
TOMM5,chr9_-_37588769,chr9:-:37588769,TOMM5,chr9_-_37588769,Shortened,10.0808545214742,1.36249500744878,0.166866993953278,0.682911352755327,1,0.288842070708856,6,11,0,30,chr9,37588769,37588769,1,-
SNX18,chr5_+_54544432,chr5:+:54544432,SNX18,chr5_+_54544432,Lengthened,7.92954933830922,1.22677612281894,1.39887228433773,0.236912478250975,1,-1.77161047792677,13,12,5,0,chr5,54544432,54544432,1,+
PIAS2,chr18_-_46811672,chr18:-:46811672,PIAS2,chr18_-_46811672,Shortened,24.1466556308923,1.81878508112518,0.0894094891981041,0.764929214239942,1,1.86867725118669,24,0,0,97,chr18,46811672,46811672,1,-
GLUD1,chr10_-_87051020,chr10:-:87051020,GLUD1,chr10_-_87051020,Lengthened,10.3729282549664,1.86288843732508,0.635645809764114,0.425291924742296,1,-5.19598313221187,40,0,1,0,chr10,87051020,87051020,1,-
ACE,chr17_+_63497618,chr17:+:63497618,ACE,chr17_+_63497618,Lengthened,13.5042567185609,1.34872315877094,0.723352856192903,0.395046308966666,1,-0.5819779053538,13,17,20,0,chr17,63497618,63497618,1,+
SDCBP,chr8_+_58582780,chr8:+:58582780,SDCBP,chr8_+_58582780,Shortened,4.80490125167134,2.80343912544081,0.000106054437253533,0.991783311801031,1,0.237570333376266,9,0,9,0,chr8,58582780,58582780,1,+
MTHFD2,chr2_+_74214780,chr2:+:74214780,MTHFD2,chr2_+_74214780,Lengthened,9.74089857268983,1.96859886712827,0.00499003302925871,0.943684142528979,1,-0.824360490784362,29,0,0,13,chr2,74214780,74214780,1,+
PSMC6,chr14_+_52728165,chr14:+:52728165,PSMC6,chr14_+_52728165,Shortened,5.93127955106913,2.6622903320069,1.37102497319574e-05,0.997045651311217,1,0.834059698561035,9,0,13,0,chr14,52728165,52728165,1,+
RBM15B,chr3_+_51397214,chr3:+:51397214,RBM15B,chr3_+_51397214,Shortened,8.00612714376968,2.48972688286258,0.000595721008963324,0.980527648447974,1,0.505132890434739,0,14,15,0,chr3,51397214,51397214,1,+
BCL6B,chr17_+_7028232,chr17:+:7028232,BCL6B,chr17_+_7028232,Lengthened,12.6573504547283,1.10359464548093,1.18000147045814,0.277355696199389,1,-1.41983754769857,8,30,9,0,chr17,7028232,7028232,1,+
HIF1AN,chr10_+_100551243,chr10:+:100551243,HIF1AN,chr10_+_100551243,Shortened,8.20182962909545,2.19711685410583,0.000668580517512396,0.979371458235312,1,0.0228689349520406,18,0,13,0,chr10,100551243,100551243,1,+
HNRNPDL,chr4_-_82422744,chr4:-:82422744,HNRNPDL,chr4_-_82422744,Lengthened,3.7371454179666,3.03291062177337,0.00729651234172479,0.931927791657945,1,-0.279062272836617,7,0,7,0,chr4,82422744,82422744,1,-
POU6F1,chr12_-_51186937,chr12:-:51186937,POU6F1,chr12_-_51186937,Shortened,3.79576788365965,3.05358398748269,0.066798895817108,0.796055910291309,1,2.17967322288163,5,0,9,0,chr12,51186937,51186937,1,-
FOXK2,chr17_+_82602476,chr17:+:82602476,FOXK2,chr17_+_82602476,Lengthened,5.7325385072951,1.70087087338419,0.217198782756071,0.64118264475396,1,-0.937975073624673,15,2,5,0,chr17,82602476,82602476,1,+
ZNF521,chr18_-_25062353,chr18:-:25062353,ZNF521,chr18_-_25062353,Lengthened,5.07005976597752,1.7509202007697,0.472252149096107,0.491952895189776,1,-0.720649526748266,8,4,7,0,chr18,25062353,25062353,1,-
COLEC12,chr18_-_319358,chr18:-:319358,COLEC12,chr18_-_319358,Lengthened,4.28533685607802,1.90650099612123,1.06063740836283,0.303069851918936,1,-1.53676990042674,4,9,3,0,chr18,319358,319358,1,-
DHX9,chr1_+_182887903,chr1:+:182887903,DHX9,chr1_+_182887903,Lengthened,19.45816712552,0.988960302044534,1.88276543557089,0.170020170568232,1,-2.24530805427806,52,12,11,0,chr1,182887903,182887903,1,+
FECH,chr18_-_57549341,chr18:-:57549341,FECH,chr18_-_57549341,Lengthened,5.79259932194394,1.56042281580253,1.31685374625924,0.251157486378432,1,-2.14428226048534,11,7,4,0,chr18,57549341,57549341,1,-
PABIR1,chr9_+_68784425,chr9:+:68784425,PABIR1,chr9_+_68784425,Lengthened,4.72761412948379,2.46545966375301,0.473400272715153,0.491427029120591,1,-4.74271672545756,18,0,0,1,chr9,68784425,68784425,1,+
VAPB,chr20_+_58444870,chr20:+:58444870,VAPB,chr20_+_58444870,Shortened,11.6893346521487,1.29410163335849,0.074667485078507,0.784658343325529,1,0.750237515343266,11,4,0,42,chr20,58444870,58444870,1,+
ARL5B,chr10_+_18678204,chr10:+:18678204,ARL5B,chr10_+_18678204,Shortened,6.92261943985009,2.73373594072226,0.042707455976668,0.836277098327818,1,1.84718226532122,4,0,21,0,chr10,18678204,18678204,1,+
LHFPL6,chr13_-_39343804,chr13:-:39343804,LHFPL6,chr13_-_39343804,Lengthened,15.4838170074062,1.32312561337075,0.730631839449302,0.392678461384182,1,-1.35308544515598,37,4,18,0,chr13,39343804,39343804,1,-
MARK1,chr1_+_220663930,chr1:+:220663930,MARK1,chr1_+_220663930,Lengthened,3.90293341038575,1.8533162620417,1.75279711485492,0.185525482135646,1,-2.91130953256997,9,5,1,0,chr1,220663930,220663930,1,+
C6orf132,chr6_-_42103418,chr6:-:42103418,C6orf132,chr6_-_42103418,Shortened,2.98673297810945,4.39291829749369,2.76129878358233e-05,0.995807290586171,1,1.34986868630243,3,2,6,0,chr6,42103418,42103418,1,-
CFAP410,chr21_-_44328950,chr21:-:44328950,CFAP410,chr21_-_44328950,Lengthened,10.5958731694622,1.20277013694553,0.973355301706349,0.323844799552981,1,-1.48956405024671,15,19,0,9,chr21,44328950,44328950,1,-
BBS12,chr4_+_122744938,chr4:+:122744938,BBS12,chr4_+_122744938,Lengthened,11.2007535891797,1.76301306421121,2.10332764856516,0.146978957645081,1,-1.81205521281979,12,24,6,0,chr4,122744938,122744938,1,+
RAB21,chr12_+_71790759,chr12:+:71790759,RAB21,chr12_+_71790759,Shortened,6.24534301021194,2.51199332115501,0.00243217250732641,0.960666623336055,1,0.435053431261935,0,10,0,19,chr12,71790759,71790759,1,+
TMEM50A,chr1_+_25362333,chr1:+:25362333,TMEM50A,chr1_+_25362333,Shortened,15.3146299872837,1.34833059182087,0.202494970793467,0.65271446986049,1,0.850905583531417,12,9,35,0,chr1,25362333,25362333,1,+
EIF4EBP2,chr10_+_70422115,chr10:+:70422115,EIF4EBP2,chr10_+_70422115,Lengthened,10.2200963651188,2.27319736663498,0.0168738341936319,0.896646079681972,1,-0.832718462299566,26,0,13,0,chr10,70422115,70422115,1,+
UBE2J1,chr6_-_89329681,chr6:-:89329681,UBE2J1,chr6_-_89329681,Shortened,7.62872293527324,1.6554660008031,0.164246496655736,0.685276585910546,1,0.183208705413592,6,7,15,0,chr6,89329681,89329681,1,-
SLC25A36,chr3_+_140976634,chr3:+:140976634,SLC25A36,chr3_+_140976634,Lengthened,18.4466720565049,1.14438198095327,0.940165810788756,0.332235203014715,1,-1.01963834390324,27,12,0,45,chr3,140976634,140976634,1,+
FIG4,chr6_+_109825362,chr6:+:109825362,FIG4,chr6_+_109825362,Lengthened,8.4619889062058,1.51476493316777,0.652878864073713,0.419085287155688,1,-0.935619677467523,16,7,9,0,chr6,109825362,109825362,1,+
ZBTB8A,chr1_+_32604753,chr1:+:32604753,ZBTB8A,chr1_+_32604753,Lengthened,5.99277871467377,1.79435312805885,0.189399661651265,0.663416744215669,1,-0.296719210323618,3,10,9,0,chr1,32604753,32604753,1,+
MACF1,chr1_+_39487049,chr1:+:39487049,MACF1,chr1_+_39487049,Lengthened,5.48821203066793,2.0092142239544,0.0996671273213821,0.752229460484082,1,-0.245004699901162,1,10,9,0,chr1,39487049,39487049,1,+
PGAM5,chr12_+_132722191,chr12:+:132722191,PGAM5,chr12_+_132722191,Shortened,11.2700587195929,2.23084795498696,5.03175274104706e-05,0.994340265414664,1,0.347297974696228,19,0,23,0,chr12,132722191,132722191,1,+
UFL1,chr6_+_96555224,chr6:+:96555224,UFL1,chr6_+_96555224,Lengthened,30.8030758932013,0.812252394633153,0.24514551707378,0.620514203239711,1,-0.0556592130491227,43,20,2,75,chr6,96555224,96555224,1,+
RSRC1,chr3_+_158544488,chr3:+:158544488,RSRC1,chr3_+_158544488,Lengthened,9.90919055742288,2.29933117687828,1.93348064811971e-05,0.996491604245386,1,-0.153275744644671,27,0,11,0,chr3,158544488,158544488,1,+
LRCH4,chr7_-_100574013,chr7:-:100574013,LRCH4,chr7_-_100574013,Shortened,34.725456727918,0.894710525973963,0.21989607835522,0.639119112853736,1,0.265421190057173,2,52,16,84,chr7,100574013,100574013,1,-
RASIP1,chr19_-_48720726,chr19:-:48720726,RASIP1,chr19_-_48720726,Lengthened,3.01748255991177,3.38796893819122,0.0128645991421479,0.909695827329414,1,-0.683253067493002,0,7,4,0,chr19,48720726,48720726,1,-
GATA6,chr18_+_22201455,chr18:+:22201455,GATA6,chr18_+_22201455,Lengthened,8.53052891602216,1.97379840569419,0.0995314326621184,0.752392659313477,1,-1.87301268402262,26,0,7,0,chr18,22201455,22201455,1,+
SIAE,chr11_-_124636014,chr11:-:124636014,SIAE,chr11_-_124636014,Lengthened,18.5684821584469,1.69294858611257,0.041780113245224,0.838039490420449,1,-0.516510910395364,39,0,31,0,chr11,124636014,124636014,1,-
MAPK14,chr6_+_36108532,chr6:+:36108532,MAPK14,chr6_+_36108532,Lengthened,18.8478732637438,0.988228871779695,1.45653552680227,0.227482160077389,1,-1.7088268288566,44,12,16,0,chr6,36108532,36108532,1,+
NSG1,chr4_+_4417600,chr4:+:4417600,NSG1,chr4_+_4417600,Lengthened,8.04823261865111,1.38814070160775,0.846283189932549,0.357605936201485,1,-1.66384559919635,7,17,6,0,chr4,4417600,4417600,1,+
TSTD3,chr6_+_99531833,chr6:+:99531833,TSTD3,chr6_+_99531833,Shortened,2.75925676688839,3.07914459053654,0.279692179149784,0.596903044392394,1,1.9895704405992,0,4,0,9,chr6,99531833,99531833,1,+
C1orf50,chr1_+_42779375,chr1:+:42779375,C1orf50,chr1_+_42779375,Shortened,7.1519483511653,1.96925203923275,0.188689430064841,0.664009639080974,1,2.09987910602798,0,3,0,34,chr1,42779375,42779375,1,+
SVIP,chr11_-_22820407,chr11:-:22820407,SVIP,chr11_-_22820407,Shortened,5.08649582652079,2.73632130631664,0.00202344641051866,0.964121070830186,1,0.836625848787881,9,0,10,0,chr11,22820407,22820407,1,-
ARPC5L,chr9_+_124877059,chr9:+:124877059,ARPC5L,chr9_+_124877059,Shortened,10.389688036583,1.89553527046188,0.403673618846554,0.525198119626562,1,5.10976725780025,1,0,36,0,chr9,124877059,124877059,1,+
IKZF5,chr10_-_122992448,chr10:-:122992448,IKZF5,chr10_-_122992448,Lengthened,17.6622692385929,0.806379998219819,2.3897354629133,0.122134294683752,1,-0.773232264606786,29,31,7,0,chr10,122992448,122992448,1,-
CTBP2,chr10_-_124988058,chr10:-:124988058,CTBP2,chr10_-_124988058,Lengthened,15.7582898057756,0.945645247089108,2.53415347243941,0.111406620603314,1,-2.45240519455204,31,20,9,0,chr10,124988058,124988058,1,-
AFAP1,chr4_-_7763186,chr4:-:7763186,AFAP1,chr4_-_7763186,Shortened,6.37958576293627,1.66518359550918,0.0158187554957578,0.899911904524269,1,1.21403687209412,4,4,0,23,chr4,7763186,7763186,1,-
USP53,chr4_+_119294745,chr4:+:119294745,USP53,chr4_+_119294745,Lengthened,28.6992175904156,1.06742101030056,1.6351181245099,0.200996598986243,1,-1.52099595447633,54,13,0,62,chr4,119294745,119294745,1,+
DIP2C,chr10_-_276941,chr10:-:276941,DIP2C,chr10_-_276941,Lengthened,15.0293935939259,1.2193171946986,0.642745266422196,0.42271844129718,1,-0.380787832316468,19,16,21,0,chr10,276941,276941,1,-
ARMC9,chr2_+_231374555,chr2:+:231374555,ARMC9,chr2_+_231374555,Shortened,6.18364382334039,2.54779366593507,0.39310668621674,0.530670899424921,1,4.89043040207441,0,1,21,0,chr2,231374555,231374555,1,+
APPL1,chr3_+_57269841,chr3:+:57269841,APPL1,chr3_+_57269841,Lengthened,19.9419017718468,2.00639625046302,0.193830771632776,0.659747241981267,1,-3.03837071317538,69,0,9,0,chr3,57269841,57269841,1,+
ATPSCKMT,chr5_-_10226987,chr5:-:10226987,ATPSCKMT,chr5_-_10226987,Lengthened,17.7761151422756,1.47916076234623,0.920446925587683,0.337357651563804,1,-2.06439270003722,2,41,22,0,chr5,10226987,10226987,1,-
WNK3,chrX_-_54194752,chrX:-:54194752,WNK3,chrX_-_54194752,Lengthened,3.80508216772286,3.13887775986308,0.0010909177669447,0.973651426275057,1,-0.0178262105478177,0,12,2,0,chrX,54194752,54194752,1,-
ZNF429,chr19_+_21540665,chr19:+:21540665,ZNF429,chr19_+_21540665,Shortened,8.16760008932144,2.34513758901886,0.000934817607969762,0.975608649703269,1,0.123950767846337,8,4,18,0,chr19,21540665,21540665,1,+
C3orf38,chr3_+_88157190,chr3:+:88157190,C3orf38,chr3_+_88157190,Lengthened,3.84287259573691,2.90850556987825,0.0224500810625159,0.880895969722072,1,-1.61465634972964,13,0,2,0,chr3,88157190,88157190,1,+
THUMPD3,chr3_+_9385803,chr3:+:9385803,THUMPD3,chr3_+_9385803,Lengthened,4.82269473090208,2.78690152519365,0.0489168624354903,0.824958846621621,1,-3.16561831134988,18,0,1,0,chr3,9385803,9385803,1,+
GCNT1,chr9_+_76507414,chr9:+:76507414,GCNT1,chr9_+_76507414,Lengthened,10.7131452955089,2.06337853464889,0.129402235248037,0.719052628640365,1,-1.975016174755,38,0,4,0,chr9,76507414,76507414,1,+
PSAT1,chr9_+_78329952,chr9:+:78329952,PSAT1,chr9_+_78329952,Shortened,9.44545285987934,2.2645428326305,0.00674662932759418,0.934537080691719,1,0.66148011730849,14,0,21,0,chr9,78329952,78329952,1,+
P4HA2,chr5_-_132192012,chr5:-:132192012,P4HA2,chr5_-_132192012,Lengthened,16.4487223612523,1.04291148260453,1.26508067188524,0.26069157517709,1,-1.0797641012322,29,14,19,0,chr5,132192012,132192012,1,-
SBF2,chr11_-_9779129,chr11:-:9779129,SBF2,chr11_-_9779129,Shortened,7.48580858954899,1.93882889828688,0.194012829991067,0.659597550253919,1,2.19572762129232,4,0,23,0,chr11,9779129,9779129,1,-
JRK,chr8_-_142664146,chr8:-:142664146,JRK,chr8_-_142664146,Shortened,3.57279577450325,3.70841321216692,0.101287331990292,0.750290220562393,1,2.8215756238983,3,0,10,0,chr8,142664146,142664146,1,-
CXCL1,chr4_+_73870761,chr4:+:73870761,CXCL1,chr4_+_73870761,Shortened,3.07466667664902,3.28419777068536,0.0256884084569862,0.872663633506342,1,1.97566033697442,0,2,9,0,chr4,73870761,73870761,1,+
